Datum,goodWeather,badWeather,all
2011-01-01,1063.6618240516545,607.6187845303867,850.6455913978494
2012-01-01,1091.4098073555167,514.8205560235889,797.5448690425075
2013-01-01,1128.3154981549815,509.75179569034316,796.6679503637141
2014-01-01,1096.1973244147157,659.9162112932605,887.3757628596338
2015-01-01,1348.7802287581699,753.6558558558559,1065.7519280205656
2016-01-01,1408.7630597014925,746.4274258219727,1052.6041397153945
